0	6.4405	20.106	0	0
0.1	6.4405	20.106	0.423413	0.444284
0.2	6.4405	20.106	0.828044	0.88771
0.3	6.4405	20.106	1.22135	1.33031
0.4	6.4405	20.106	1.60567	1.77211
0.5	6.4405	20.106	1.98233	2.21311
0.6	6.4405	20.106	2.35225	2.65332
0.7	6.4405	20.106	2.71608	3.09274
0.8	6.4405	20.106	3.07435	3.53139
0.9	6.4405	20.106	3.42745	3.96926
1	6.4405	20.106	3.77575	4.40637
1.1	6.4405	20.106	4.11952	4.84272
1.2	6.4405	20.106	4.45902	5.27831
1.3	6.4405	20.106	4.79446	5.71314
1.4	6.4405	20.106	5.12603	6.14723
1.5	6.4405	20.106	5.38446	6.5802
1.6	6.4405	20.106	5.57705	7.01136
1.7	6.4405	20.106	5.72202	7.44021
1.8	6.4405	20.106	5.83152	7.86643
1.9	6.4405	20.106	5.91468	8.28982
2	6.4405	20.106	5.97828	8.71025
2.1	6.4405	20.106	6.02731	9.12767
2.2	6.4405	20.106	6.0655	9.54204
2.3	6.4405	20.106	6.0956	9.95337
2.4	6.4405	20.106	6.11965	10.3617
2.5	6.4405	20.106	6.13918	10.767
2.6	6.4405	20.106	6.1553	11.1694
2.7	6.4405	20.106	6.16886	11.5689
2.8	6.4405	20.106	6.18048	11.9655
2.9	6.4405	20.106	6.19061	12.3594
3	6.4405	20.106	6.1996	12.7505
3.1	6.4405	20.106	6.20771	13.1389
3.2	6.4405	20.106	6.21512	13.5247
3.3	6.4405	20.106	6.22199	13.9079
3.4	6.4405	20.106	6.22842	14.2886
3.5	6.4405	20.106	6.23448	14.6668
3.6	6.4405	20.106	6.24023	15.0426
3.7	6.4405	20.106	6.24573	15.416
3.8	6.4405	20.106	6.25101	15.787
3.9	6.4405	20.106	6.25609	16.1557
4	6.4405	20.106	6.261	16.5221
4.1	6.4405	20.106	6.26574	16.8863
4.2	6.4405	20.106	6.27034	17.2483
4.3	6.4405	20.106	6.2748	17.6082
4.4	6.4405	20.106	6.27914	17.9659
4.5	6.4405	20.106	6.28335	18.3215
4.6	6.4405	20.106	6.28744	18.6751
4.7	6.4405	20.106	6.29142	18.9907
4.8	6.4405	20.106	6.2953	19.2222
4.9	6.4405	20.106	6.29907	19.3968
5	6.4405	20.106	6.30274	19.5282
5.1	6.4405	20.106	6.30632	19.6275
5.2	6.4405	20.106	6.3098	19.7029
5.3	6.4405	20.106	6.31319	19.7603
5.4	6.4405	20.106	6.31649	19.8043
5.5	6.4405	20.106	6.3197	19.8384
5.6	6.4405	20.106	6.32284	19.8649
5.7	6.4405	20.106	6.32589	19.8858
5.8	6.4405	20.106	6.32886	19.9025
5.9	6.4405	20.106	6.33175	19.916
6	6.4405	20.106	6.33457	19.9271
6.1	6.4405	20.106	6.33732	19.9363
6.2	6.4405	20.106	6.33999	19.9442
6.3	6.4405	20.106	6.3426	19.9511
6.4	6.4405	20.106	6.34514	19.9571
6.5	6.4405	20.106	6.34761	19.9625
6.6	6.4405	20.106	6.35002	19.9674
6.7	6.4405	20.106	6.35236	19.9719
6.8	6.4405	20.106	6.35465	19.9761
6.9	6.4405	20.106	6.35687	19.9801
7	6.4405	20.106	6.35904	19.9838
7.1	6.4405	20.106	6.36115	19.9873
7.2	6.4405	20.106	6.36321	19.9907
7.3	6.4405	20.106	6.36521	19.994
7.4	6.4405	20.106	6.36716	19.9971
7.5	6.4405	20.106	6.36906	20.0001
7.6	6.4405	20.106	6.37092	20.003
7.7	6.4405	20.106	6.37272	20.0059
7.8	6.4405	20.106	6.37448	20.0086
7.9	6.4405	20.106	6.37619	20.0113
8	6.4405	20.106	6.37785	20.0138
8.1	6.4405	20.106	6.37948	20.0163
8.2	6.4405	20.106	6.38106	20.0188
8.3	6.4405	20.106	6.3826	20.0211
8.4	6.4405	20.106	6.3841	20.0234
8.5	6.4405	20.106	6.38556	20.0257
8.6	6.4405	20.106	6.38699	20.0279
8.7	6.4405	20.106	6.38838	20.03
8.8	6.4405	20.106	6.38973	20.032
8.9	6.4405	20.106	6.39104	20.034
9	6.4405	20.106	6.39233	20.036
9.1	6.4405	20.106	6.39357	20.0379
9.2	6.4405	20.106	6.39479	20.0397
9.3	6.4405	20.106	6.39598	20.0415
9.4	6.4405	20.106	6.39713	20.0433
9.5	6.4405	20.106	6.39825	20.045
9.6	6.4405	20.106	6.39935	20.0466
9.7	6.4405	20.106	6.40042	20.0482
